60,49,75,29.68,7,4,0.46
48,36,68,30.13,10,6,0
45,27,52,30.49,10,3,0
46,28,56,30.45,10,4,0
50,40,71,30.33,10,2,1
48,36,63,30.4,9,3,0
53,39,65,30.39,9,1,1
51,39,64,30.17,10,2,1
50,41,76,30.1,10,5,0
40,26,60,30.33,10,5,0
46,28,54,30.39,10,1,0
54,42,68,30.11,10,4,0
44,26,55,30.37,10,8,0
43,22,49,30.35,10,4,0
57,48,68,29.95,10,7,0
47,32,59,30.08,10,10,0
29,8,38,30.68,10,7,0
35,11,43,30.52,10,5,0
47,45,75,30.2,2,1,0.16
62,55,80,30.11,4,3,0
65,61,81,29.87,8,6,0.1
62,37,53,30.06,9,3,0
57,47,68,30.01,10,4,0.01
57,36,51,30.01,9,7,0
57,25,41,30.13,10,5,0
52,23,35,30.33,10,4,0
56,27,38,30.13,10,4,0
54,20,31,30.29,10,5,0
54,33,45,30.19,10,2,0
59,30,39,30.22,10,3,0
64,36,44,30,10,5,0
51,23,39,30.31,10,6,0
54,27,45,30.11,10,4,0
42,29,64,30.47,8,9,0.06
33,17,60,30.63,9,5,0.05
48,27,53,30.19,10,1,0
60,39,52,29.84,10,3,0
47,23,44,30.09,10,9,0.02
33,14,48,30.4,10,6,0.05
38,13,42,30.41,10,5,0
48,36,64,30.06,10,7,0
68,54,64,29.87,10,9,0
66,59,71,29.81,10,6,1
45,33,69,30.09,8,11,0.02
40,33,74,30.17,6,6,0
53,41,68,29.95,6,2,0.15
40,26,60,30.37,10,10,0
29,15,54,30.48,10,8,0
34,24,68,30.32,7,3,0
51,36,63,30.17,7,5,0
59,45,70,30.05,5,4,0
48,36,74,30.15,8,9,1
35,29,80,30.24,5,9,0.1
45,29,57,30.18,9,5,0
51,34,58,30.02,10,4,0
67,37,51,29.93,10,6,0
59,35,43,30.09,10,5,0
68,57,74,30.01,5,5,0
70,50,52,30.03,8,5,0
69,53,55,30,10,4,0
73,60,70,29.85,9,7,0
70,50,48,29.85,9,8,0
57,27,43,30.11,10,5,0
63,46,53,29.96,10,6,0
74,56,57,29.95,10,4,0
66,51,65,30.04,9,4,0
62,60,85,30.01,4,5,1
44,33,63,30.18,8,8,0.11
45,27,56,30.1,10,3,0
62,46,60,29.85,10,6,0
68,57,74,29.95,7,5,0
51,45,79,30.05,8,10,0.08
36,20,56,30.33,9,10,0.08
40,31,72,30.18,8,4,0.17
46,39,76,30.06,7,3,0
54,38,62,30.18,8,4,0
53,42,65,29.99,9,6,0
52,49,88,30.09,3,4,0.74
49,39,71,30.29,9,5,0.11
61,51,69,30.08,9,3,0.01
70,54,66,29.77,9,5,0
60,28,36,30.13,10,11,0
52,26,35,30.26,10,4,0
62,51,68,30.04,10,5,0
68,62,81,29.86,5,4,0.07
56,45,66,29.9,10,11,0
55,26,36,29.94,10,6,0
65,42,49,29.74,10,8,0
62,37,52,30.07,9,6,0
59,36,52,30.15,10,2,0
67,54,69,29.95,8,7,0
69,62,80,29.95,7,4,0
54,43,62,30.19,10,9,0
58,42,58,30.14,10,3,0
57,38,61,30.24,10,5,0
60,47,57,30.08,10,10,1
72,63,78,29.83,7,8,0.01
76,61,64,29.79,8,5,0
64,40,43,30.18,10,5,0
62,43,56,30.13,10,8,0
73,57,65,29.93,10,9,0
76,64,71,29.92,8,8,0
76,67,78,29.8,9,9,1
77,67,74,29.74,8,7,1
64,35,58,30.03,10,8,1
60,38,48,29.99,10,4,1
57,49,76,29.81,7,5,0.2
62,49,69,29.92,9,3,0.27
64,38,57,30.14,10,8,0
65,42,51,30.17,10,6,0
72,53,59,30.01,10,10,0
73,59,65,29.98,10,8,0
75,62,66,29.91,10,10,0
73,66,79,29.76,9,7,1
58,46,65,29.96,8,10,1.34
52,25,39,30.27,10,4,0
57,40,56,30.06,10,7,0
62,57,85,30.09,7,4,0.06
69,57,68,30.17,6,2,0.01
66,54,68,30.12,9,5,0
68,59,77,30.1,8,6,0
74,63,72,30.01,9,5,0.01
75,58,61,29.96,10,3,0
73,61,68,29.85,10,7,0
78,62,63,29.82,10,5,0
76,54,51,29.92,10,6,0
77,66,73,29.78,6,8,1
85,66,51,29.55,6,6,0
80,39,39,29.61,10,4,0
72,34,36,29.77,10,7,0
66,33,32,30.08,10,6,0
65,33,39,30.12,10,3,0
70,35,33,30.02,10,3,0
76,35,27,30,10,4,0
76,37,27,30.02,10,7,0
76,56,61,29.91,10,8,0
76,62,66,29.81,10,9,0
79,64,65,29.81,10,9,0
79,70,75,29.81,6,8,0.06
76,68,69,29.89,5,5,1
76,62,71,29.84,10,6,0
83,67,63,29.77,9,10,0
72,70,87,29.84,5,7,2.45
61,54,73,30.09,8,8,0.94
64,43,57,30.24,10,7,0.14
65,41,55,30.22,10,3,0
74,43,40,30.06,10,7,0
73,55,58,29.97,10,9,0
74,59,67,30.03,10,8,0
76,61,65,30,10,10,0
78,62,63,30.01,10,9,0
80,64,61,30.02,10,8,0
79,65,70,30.05,10,7,1
78,67,69,30.03,8,6,0.19
78,68,79,29.99,9,7,1
80,66,66,29.98,10,6,1
70,65,83,30,8,5,1.56
68,64,86,29.95,6,3,1.75
76,66,74,29.88,7,4,0
78,63,66,29.85,10,2,0
81,65,60,29.82,10,3,0
82,67,63,29.85,10,3,0
80,69,69,29.9,8,4,0
83,69,67,29.91,10,7,0
83,70,67,29.96,10,6,1
83,70,70,29.86,10,7,0
83,70,72,29.82,10,7,0
83,70,70,29.88,10,7,0
83,70,71,29.89,10,7,0
83,70,67,29.88,10,7,1
77,71,78,29.81,8,4,0.55
78,61,64,29.85,10,3,0
80,66,64,29.83,10,5,0
80,72,68,29.82,9,8,1.49
79,73,75,29.95,10,4,0
92,71,77,29.93,9,6,0
83,71,75,29.9,10,9,0
84,70,72,29.99,9,8,1
84,69,69,29.99,10,9,0
85,72,68,29.96,9,9,0.02
84,71,68,30,10,6,0.01
83,71,69,30.04,10,5,0
84,72,72,29.99,10,6,1
83,72,70,29.9,9,8,1
78,72,75,29.93,8,4,0.27
84,72,72,30,9,4,0.24
80,72,77,30.01,8,5,0.49
80,71,76,29.95,10,7,0.01
83,72,69,29.87,10,8,1
86,73,69,29.88,10,9,1
86,73,69,29.97,9,9,0
87,71,64,29.94,9,8,0
86,70,64,29.92,10,6,0
85,69,64,30,10,4,0
84,69,62,30.08,10,3,0.07
82,68,67,30.15,10,4,0
82,69,70,30.12,10,4,0
84,70,72,30.03,8,5,0
85,67,61,29.97,10,5,0
86,68,63,29.99,10,7,0
85,66,59,30,10,6,0
84,68,64,30.01,10,5,0
83,67,60,30.09,10,5,0
85,66,59,30.1,9,4,0
87,67,63,30.03,10,4,0
88,67,55,29.96,10,4,0
83,71,71,29.96,10,3,0.06
84,71,68,29.95,8,4,0.31
82,74,77,29.86,7,5,3.53
75,71,87,29.93,7,3,1.52
78,68,76,29.99,9,2,0
84,72,73,29.96,9,4,0
87,73,70,29.97,9,6,0
86,72,68,30.01,10,2,0
86,71,66,30,9,3,0
84,72,70,29.99,8,3,0.09
86,70,63,29.96,10,5,0
87,71,66,29.95,10,6,0
87,71,64,30,10,6,0
87,69,62,30.05,10,3,0
87,70,63,30.03,10,4,0
86,68,60,29.97,10,6,0
87,71,64,29.94,10,4,0
82,65,59,29.98,10,5,0
79,66,70,30.02,10,3,0
83,66,62,30,10,4,0
83,69,66,29.98,9,3,0
85,68,61,29.99,10,3,0
88,68,64,29.96,10,5,0
90,71,59,29.9,8,6,0
89,70,60,29.89,10,6,0
89,68,60,29.94,10,5,0
89,69,58,29.96,10,4,0
89,71,62,30,10,3,0.05
87,66,62,29.99,10,4,0
83,57,45,30.01,10,4,0
84,61,50,29.97,10,4,0
88,69,58,29.95,10,5,0
91,69,57,29.88,10,7,0
90,71,56,29.92,10,6,0
90,71,59,29.9,10,7,0
87,68,55,29.87,10,7,0
90,71,57,29.92,10,8,0
92,71,55,29.98,10,9,0
91,69,55,29.99,10,8,0
88,69,62,29.94,10,6,0
89,70,59,29.9,10,5,0
89,67,59,29.9,10,5,0
89,68,52,29.93,10,4,1
87,66,58,29.96,10,4,0
88,71,61,29.89,10,5,0
87,72,64,29.87,10,5,0.07
85,72,69,29.91,10,4,0
87,72,68,29.93,10,7,0
90,72,62,29.9,10,8,0
88,73,66,29.91,10,8,0.01
88,70,61,29.95,10,6,0
86,74,65,30,8,5,0.98
87,73,63,30.02,10,4,0.02
86,71,67,30.01,10,3,0.19
82,72,78,30.04,8,3,0.22
84,69,70,29.97,10,3,0
86,69,63,29.9,10,6,0
88,71,63,29.83,10,7,0
89,71,60,29.89,10,5,0
81,70,67,30,9,5,0.51
63,60,92,30.19,5,5,0.68
71,64,87,30.16,8,2,0
79,68,76,30.09,9,2,0
84,72,70,30.01,10,3,0.02
83,74,75,29.93,9,3,0.35
81,73,78,29.88,7,2,3.66
80,74,85,29.89,8,3,0.13
82,73,78,29.94,9,3,0.21
81,70,71,30.01,10,3,0
81,68,69,30.07,10,4,0
76,58,57,30.09,10,3,0
72,56,64,30.1,10,2,0
73,62,74,30.1,10,3,1
76,64,71,30.06,10,3,0
74,66,78,30,10,2,1
77,65,72,29.98,8,3,0
78,64,68,29.92,10,2,0
78,65,70,29.83,10,2,0
84,70,68,29.79,10,5,0
84,72,72,29.82,9,7,0.03
75,51,44,30.06,10,7,0
70,48,51,30.12,10,4,0
75,62,69,29.9,10,6,0
81,69,73,29.86,10,6,0
83,70,67,29.92,9,5,0
82,70,70,29.98,10,6,0
84,71,69,29.93,10,7,1
84,70,66,29.89,10,7,0
69,62,85,30.04,7,5,1.42
69,63,86,29.88,9,2,0.01
69,59,63,29.8,10,10,0.09
66,43,49,30.09,10,5,0
72,46,46,30.06,10,2,0
72,49,50,29.94,10,4,0
74,60,69,29.9,10,3,0
76,64,67,30,10,2,0
74,63,74,30.06,10,2,0
73,61,73,30.02,9,2,0
71,55,61,30.03,9,3,0
72,59,67,30.06,10,2,1
75,59,64,30.09,10,2,1
73,59,64,30.12,10,2,0
75,59,62,30.11,10,2,0
74,58,62,29.98,10,4,0
74,61,67,29.89,10,6,0
75,65,74,29.99,10,2,0
73,62,68,30.1,10,3,0
73,59,72,30.1,10,2,1
66,49,60,30.22,9,7,0.3
58,39,54,30.34,10,5,0
62,45,61,30.26,10,6,0
68,59,72,30.12,10,6,1
67,63,87,30.09,8,5,0.56
57,56,97,30.16,6,6,1.51
59,51,75,30.28,10,4,0.04
60,41,53,30.19,10,2,0
62,47,67,30.1,10,4,0
61,43,59,30.07,10,3,0
63,53,70,29.83,10,6,0
54,41,67,30.03,10,7,0
44,23,50,30.34,10,9,0
36,13,43,30.52,10,8,0
38,17,44,30.4,10,3,0
44,39,72,30.14,5,4,0.02
42,45,91,30,4,6,0.01
42,21,52,30.4,10,6,0
43,23,51,30.48,10,2,0
51,38,64,30.27,10,3,0
57,57,85,30.08,8,3,0.01
68,65,90,30.05,6,5,0.33
63,62,97,29.86,6,7,3.33
67,48,62,29.64,10,5,0
53,32,47,30.06,10,5,0
53,33,53,30.26,10,3,0
60,33,40,30.22,10,3,0
53,33,52,30.45,10,4,0
57,45,62,30.24,10,4,0
65,57,75,30.02,10,7,0
72,62,71,30.03,10,7,0
54,42,69,30.31,10,6,0
45,32,63,30.33,10,4,0
54,50,88,30.18,7,1,0
62,61,94,30.11,3,3,0.06
69,64,82,30.08,8,5,0.01
62,51,72,30.32,10,6,0
54,48,83,30.33,10,4,0
58,46,69,30.32,10,3,0
56,45,70,30.31,8,1,0
57,50,75,30.2,9,1,0.02
62,57,85,30.18,7,5,0.04
65,57,78,30.23,10,5,1
65,57,79,30.15,9,5,0
68,62,82,29.94,9,6,0.07
63,51,58,29.99,10,5,0
55,34,47,30.28,10,5,0
51,44,75,30.14,8,4,0.1
55,51,92,30.1,4,3,1
53,48,89,30.12,7,7,0.59
52,45,82,30.21,9,3,0
53,49,83,30.02,9,5,0
67,52,63,29.7,10,5,0
51,40,66,29.81,10,8,1
46,32,62,30.11,10,6,0
49,33,61,30.05,10,6,0
64,57,83,29.93,9,5,0.01
54,49,79,30.09,8,8,0.03
40,30,71,30.25,10,4,0.13
49,36,68,30.14,10,2,0
43,40,87,30.36,6,6,0
39,29,70,30.48,10,8,1
37,35,82,30.25,3,5,0.63
41,39,95,30.08,4,5,0.2
51,40,74,29.99,8,3,0.76
43,30,69,30.48,10,7,0
41,23,54,30.6,10,4,0
54,32,50,30.38,10,2,0
41,27,54,30.58,10,9,0
30,12,48,30.54,10,5,1
36,26,62,30.48,10,6,0.02
34,31,76,30.42,4,3,0.3
42,39,90,30.21,7,3,0.17
43,41,88,30.28,5,5,0
39,33,83,30.43,7,7,0
39,36,86,30.33,4,5,0
49,36,68,30.33,9,4,0
51,38,64,30.29,10,3,0
54,40,63,30.13,10,3,0
59,30,37,30.28,10,3,0
56,41,59,30.04,10,3,0
61,44,59,29.94,10,3,0
53,50,84,30.07,5,6,0.16
47,46,91,30.07,4,10,2.07
45,38,77,30.26,8,6,0.4
50,36,62,30.2,10,4,0
57,34,53,30.11,10,6,0
60,37,43,30.21,10,5,0
67,40,47,30.15,10,6,0
62,42,60,30.12,10,4,0
66,49,68,30.22,10,4,1
53,36,52,30.37,10,6,1
56,51,80,30.04,5,4,0.31
59,54,77,29.98,8,7,0.02
41,24,48,30.35,10,6,0
42,37,76,30.27,6,2,0.26
49,45,92,30.13,5,2,0.06
45,35,77,30.38,10,7,1
49,38,69,30.37,10,3,0
55,46,71,30.08,8,5,0
68,56,72,29.9,10,6,0
68,44,49,30.07,10,3,0
64,44,57,29.99,10,4,0
65,49,64,30.03,7,5,0
53,34,51,30.35,10,7,0
55,38,58,30.31,10,2,0
63,47,60,30.22,10,3,0
63,58,80,30.02,10,5,1
51,39,79,30.03,8,9,0.01
45,27,59,30.25,10,7,0
49,29,56,30.31,10,4,0
54,40,61,30.25,10,5,0
65,56,72,29.92,10,9,0
67,56,69,29.88,10,6,0
47,44,80,30.14,8,7,0.02
34,29,87,30.45,7,9,0.01
34,29,84,30.24,8,4,0
49,34,64,29.94,8,3,0.01
43,31,74,30.19,10,7,0
34,25,72,30.38,8,7,0.01
34,31,93,30.31,5,5,0.1
39,38,95,30.29,4,6,0.09
42,40,95,30.28,5,4,0.02
52,49,95,29.98,2,1,0.01
52,56,95,29.9,4,6,0.15
39,25,61,30.45,9,10,0.13
42,23,54,30.56,10,2,0
49,30,56,30.4,10,2,1
51,48,69,30.17,3,3,0.45
52,49,97,29.96,5,4,2.17
57,50,78,30.04,10,4,0
57,50,79,30.2,10,6,0
63,52,73,30.1,10,5,0.02
66,52,68,30,8,3,0
66,49,61,30.1,10,6,0
60,51,72,30.26,10,3,0
65,56,73,30.21,9,3,0
70,63,82,30.11,8,3,0.01
71,61,74,29.99,10,4,0.13
73,64,79,29.95,8,5,0
64,61,89,30.09,6,4,1.17
58,56,95,30.08,7,4,0.43
68,57,75,30.03,10,4,0
66,56,73,30.06,10,3,0
71,60,72,29.97,10,7,0
73,61,72,29.91,10,8,0
62,48,62,30.03,9,10,0.05
64,36,44,30.15,10,4,0
66,44,54,30.08,10,5,0
71,56,67,30.06,10,8,0
72,62,76,30.11,10,5,0
74,62,74,30,10,7,0
76,65,71,29.92,9,7,1
76,66,76,29.9,8,8,0
76,62,67,29.98,8,7,0
63,44,53,30.24,10,8,0
64,59,78,30,5,4,0.02
75,65,76,29.94,8,7,0
78,65,71,29.96,10,8,0
74,67,81,29.92,9,8,1
79,67,73,29.86,9,7,0
65,53,70,30.08,10,5,0.09
65,62,86,30.04,5,3,1
75,67,81,29.91,5,5,0.01
76,65,67,29.86,8,4,0.09
67,55,67,30.04,10,6,0
69,56,69,29.97,10,4,0
74,66,78,29.91,9,4,0.01
71,65,81,29.92,8,4,0.41
66,63,82,29.87,8,4,0.57
73,58,60,29.8,7,6,0
64,43,48,29.98,10,6,0
66,53,66,29.95,10,5,0
74,65,79,29.89,10,7,1
77,69,85,29.87,8,4,0
77,72,85,29.82,6,5,0.43
82,64,61,29.74,7,5,0.04
78,69,77,29.65,8,8,0.08
74,62,66,29.68,9,4,0.56
59,52,74,29.98,10,8,0
63,45,61,30.05,10,5,0
67,49,60,29.99,10,3,0
70,52,60,30.02,10,2,0
71,53,58,30.02,10,4,0
71,58,67,29.98,10,6,0
75,63,71,30.02,10,8,0
75,67,77,29.95,6,7,3.84
79,69,74,29.91,8,8,0.01
78,71,81,29.87,9,9,0.02
76,73,88,29.87,5,6,0.29
79,71,79,29.82,7,9,0.02
82,71,71,29.8,9,10,0
74,67,78,29.99,7,5,0.4
67,65,91,30.14,8,5,0.23
67,66,97,30.08,5,4,1.12
78,71,83,30.03,6,5,0.08
72,68,87,29.95,8,4,0.36
77,70,79,29.85,9,9,0
75,68,83,29.94,6,5,2.6
81,72,77,30.03,9,5,0
82,72,73,29.99,8,8,1
81,72,75,29.94,8,5,0.33
69,63,84,30.08,10,6,0.02
70,67,91,30.08,6,4,0.03
77,71,83,30.02,6,7,1.41
73,68,81,29.89,10,6,0.76
74,69,87,29.84,7,5,5.2
78,69,80,29.95,6,6,0
76,70,82,30.03,9,5,1
78,73,80,30.01,8,6,0.2
77,66,76,29.95,8,5,0.67
79,68,74,30,10,2,1
77,64,67,30.06,10,2,0
76,65,70,30.03,10,2,0
79,66,70,29.96,10,2,0
78,66,69,29.91,10,5,0
78,66,68,29.95,10,4,0
80,68,72,30,10,4,1
80,67,72,29.97,10,3,0
81,67,71,29.94,10,4,0
82,68,67,29.95,10,3,0
84,67,60,29.89,10,3,0
83,68,62,29.83,10,4,0
84,70,71,29.8,10,7,0
84,73,70,29.82,10,6,0.01
85,72,70,29.84,10,7,1
79,73,87,29.89,8,6,1.34
82,73,78,29.93,9,4,0.19
78,73,84,29.9,8,7,1.34
81,74,83,29.85,7,5,2.66
82,73,82,29.95,10,4,0
78,73,87,30.02,8,1,1.09
78,73,90,30.02,8,3,0.49
79,75,85,30.03,7,4,0.93
81,74,84,30.06,9,5,0
84,73,73,30.1,10,5,0
83,73,78,30.12,10,3,0
83,72,76,30.06,10,4,0
85,73,73,29.98,10,6,0
83,73,75,29.99,10,1,0.01
82,73,73,30,9,2,0.08
84,72,75,29.97,9,5,0
84,73,76,30.01,7,4,0.75
81,71,78,30.01,10,4,1
81,71,78,29.98,10,6,1
84,72,69,29.96,9,6,1
84,73,73,29.98,10,7,0
84,73,75,30,10,7,0
84,72,72,29.99,9,8,0
85,73,71,29.95,10,8,1
85,72,69,29.98,9,8,0
85,71,65,30.03,9,8,0
84,70,68,30.06,9,6,0
83,70,69,30.1,10,5,0
84,71,67,30.05,10,5,0
86,71,69,29.93,10,5,0
86,69,61,29.87,10,6,0
85,70,64,29.91,10,6,0
85,70,69,29.95,10,6,0
86,72,66,29.94,10,7,0
88,72,65,29.96,10,7,0
87,72,65,29.97,10,6,0
86,71,66,29.93,10,5,0
86,71,66,29.88,10,6,0
87,72,64,29.89,10,7,0
88,70,62,29.95,10,7,0
88,71,62,29.98,10,6,0
87,70,66,29.95,10,5,0
87,72,67,29.89,9,6,0
89,72,62,29.9,9,6,0
89,71,63,29.93,9,8,0
89,71,61,29.99,10,6,0
88,66,55,30.01,10,2,0
90,68,52,29.97,10,4,0
86,61,47,29.94,10,3,0
88,61,48,29.88,10,3,0
87,64,54,29.86,10,4,0
89,70,62,29.9,10,6,0
90,71,59,29.93,10,7,0
90,71,59,29.89,10,7,0
89,70,61,29.87,10,6,0
90,73,66,29.86,10,10,0
89,72,65,30.88,10,8,0
90,68,62,29.98,10,6,0
90,69,44,29.95,10,5,0
92,68,43,29.95,10,3,0
91,67,51,29.94,10,3,0
90,69,58,29.95,10,4,0
89,66,54,29.96,10,3,0
87,67,58,29.93,10,4,0
86,68,61,29.91,10,4,0
88,70,62,29.84,10,7,0
89,72,62,29.8,10,6,0
79,71,78,29.94,8,4,0.35
82,71,73,29.96,9,5,1
87,73,65,29.92,10,6,0
89,72,64,29.97,10,5,0
89,68,58,30,10,2,0
89,68,56,30.01,10,3,0
86,68,62,30.05,10,3,0
86,64,56,30.01,10,4,0
85,60,50,29.95,10,4,0
83,63,55,29.98,10,3,0
86,65,55,29.97,10,3,0
86,67,59,29.97,10,5,0
84,69,64,30,10,5,0
83,67,65,30.01,10,4,0
84,69,64,29.92,10,3,0
88,72,62,29.91,10,6,0
90,73,62,29.95,10,7,0.01
88,71,63,29.95,10,6,0
88,70,61,29.91,10,6,0
88,71,61,29.89,10,5,0
84,73,74,29.91,8,3,1.05
84,73,71,29.91,7,2,0.79
84,73,72,29.92,8,3,1
80,57,55,30.02,10,5,0
77,51,49,30.02,10,4,0
77,57,53,30.01,10,5,0
84,70,67,30.02,10,5,1
84,72,72,30.05,9,6,0.04
86,71,67,29.99,10,6,0
86,70,64,29.88,10,6,0
85,68,60,29.92,10,3,0
82,63,60,29.96,10,3,0
84,64,57,29.95,10,4,0
84,64,56,29.98,10,4,0
81,62,58,29.99,10,2,0
82,58,49,29.99,10,2,0
84,64,58,30,10,2,1
82,59,54,29.93,10,3,0
81,59,50,29.87,10,2,0
79,63,64,29.83,10,3,0
81,64,63,29.86,10,2,0
83,62,56,29.94,10,2,0
82,60,52,30,9,4,0
78,50,45,29.97,10,5,0
72,43,40,29.88,10,3,0
73,47,45,29.95,10,2,0
76,52,45,30.03,10,2,0
77,53,44,30.07,10,3,0
77,58,54,30.02,10,3,0
80,64,64,30,10,3,0
80,64,62,30.07,10,2,0
79,59,56,30.11,10,3,0
80,61,55,29.92,10,4,0
86,67,62,29.78,9,6,0
